category,features
'Restaurant' - Tennessee - Daddy Mac's Down Home Dive,"Tennessee, 35.897818699999995, -84.1739056, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - South Carolina - Chez Georges Bistro & Bar,"South Carolina, 32.1559828, -80.75729559999999, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Family-friendly"
'Restaurant' - Florida - OpenSeas Cafe,"Florida, 25.704558, -80.1546903, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Groups"
'Restaurant' - Tennessee - Bec's Grill & Bar,"Tennessee, 35.7706695, -83.4435369, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - North Carolina - J. Lights Market & Cafe,"North Carolina, 35.9912527, -78.8901356, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Texas - Sidebar,"Texas, 26.3013544, -98.1605527, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Family-friendly"
'Restaurant' - Oklahoma - Wishbone Scratch Kitchen,"Oklahoma, 34.5281457, -97.9605883, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - South Carolina - Gold Den,"South Carolina, 34.0978279, -80.9214935, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Groups"
'Restaurant' - Florida - Esencias Cafe,"Florida, 25.7962978, -80.3197521, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Groups"
'Restaurant' - Florida - Four Marlins Oceanfront Dining,"Florida, 24.547407, -81.7941668, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Louisiana - Food Symphony Restaurant & Catering,"Louisiana, 29.8734531, -90.0882492, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Bar onsite, Casual, Family-friendly"
'Restaurant' - Mississippi - The Rustler,"Mississippi, 32.3609389, -88.7396917, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'Restaurant' - South Carolina - The Marina Bar and Grill at Barefoot Resort,"South Carolina, 33.8026008, -78.7470245, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - European Kitchen,"Arizona, 33.9699707, -112.7286758, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Good for kids, Casual, Family-friendly"
'Restaurant' - Arkansas - Dragon's Den Cafe and Catering,"Arkansas, 33.3831098, -93.9211016, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Groups"
"'Restaurant' - North Carolina - Po House, Good Eats & Libations, Sound - Side Dining","North Carolina, 35.3694007, -75.4999587, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - South Carolina - Taste of Europe,"South Carolina, 32.2169858, -80.7035087, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Family-friendly"
'Restaurant' - Florida - Buckingham Farms,"Florida, 26.6757492, -81.74578319999999, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Family-friendly"
'Restaurant' - Texas - The Sporting Club,"Texas, 29.7706108, -95.4127837, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Georgia - Banks Food Hall,"Georgia, 32.4653232, -84.9958817, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Family-friendly"
'Restaurant' - South Carolina - Barefoot Bistro,"South Carolina, 33.8032475, -78.72896519999999, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Alabama - Agave & Rye,"Alabama, 34.7182041, -86.6741436, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Tennessee - Sweet P's Uptown Corner,"Tennessee, 36.0274781, -83.92271269999999, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - Safford Taylor Freeze,"Arizona, 32.789395899999995, -109.7097966, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Gender-neutral restroom, Casual, Family-friendly"
'Restaurant' - California - Break Point,"California, 32.7969997, -117.2526238, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Louisiana - Tropical Smoothie Cafe,"Louisiana, 30.1530669, -92.0438557, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Healthy options, Kids' menu, Quick bite, Good for kids, Casual, College students"
'Restaurant' - Florida - Rey Tacos,"Florida, 26.5835502, -80.05299029999999, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, No"
'Restaurant' - Florida - The Barnyard,"Florida, 27.4498955, -82.5481743, Delivery, Takeout, Dine-in, Wheelchair accessible elevator, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Family-friendly"
'Restaurant' - Florida - Waxin's,"Florida, 26.8825828, -80.116631, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Family-friendly"
'Restaurant' - Mississippi - Bonfire Restaurant,"Mississippi, 30.4021242, -88.8925551, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - El Antojo Poblano en Tucson,"Arizona, 32.2298808, -110.9889296, Outdoor seating, Takeout, Delivery, Wheelchair accessible elevator, Comfort food, Quick bite, Small plates, Good for kids, Casual, Family-friendly"
'Restaurant' - Texas - The Blazer Bar & Grill,"Texas, 30.0087491, -97.1597296, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Groups"
'Restaurant' - Oklahoma - Swadley’s Bar-B-Q,"Oklahoma, 35.4357171, -97.4080156, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Groups"
'Restaurant' - California - Eddy Out Tap House,"California, 35.7579043, -118.4194889, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Groups"
'Restaurant' - Oklahoma - Flavor Wings & Fries,"Oklahoma, 35.5808304, -97.5319787, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, No"
'Restaurant' - South Carolina - Rebel Taqueria,"South Carolina, 32.858984, -79.9687483, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Florida - Argentine Steakhouse by La Rural Boca,"Florida, 26.3801162, -80.07686869999999, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Groups"
'Restaurant' - Florida - Julianos BBQ,"Florida, 30.2325062, -81.60251, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Tourists"
'Restaurant' - Florida - Fritanga Kendall Grille,"Florida, 25.6506999, -80.3916991, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, No"
'Restaurant' - California - Mavericks steakhouse,"California, 34.8612336, -118.163238, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Good for kids, Casual, Groups"
'Restaurant' - Georgia - WNB Factory - Wings & Burger,"Georgia, 32.4150665, -84.9438509, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, College students"
'Restaurant' - Louisiana - Cilantros Mexican Cuisine,"Louisiana, 30.4761753, -90.0959574, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Texas - Docs Taco Shop,"Texas, 32.4351959, -94.9465484, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Good for kids, Casual, Tourists"
'Restaurant' - Florida - Aurora at the Celeste,"Florida, 28.5987207, -81.207172, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - North Carolina - BurgerIM,"North Carolina, 35.1814769, -80.91546269999999, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - Mills Modern Social,"Arizona, 33.407092299999995, -111.9386683, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - California - Hilltop Restaurant and Bar,"California, 34.206635299999995, -118.3046603, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Mississippi - Phillips Grocery,"Mississippi, 34.346293, -89.521547, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, College students"
'Restaurant' - North Carolina - El mariachi wallace NC,"North Carolina, 34.7411724, -77.9743111, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - ATL Wings,"Arizona, 32.222102, -110.8669802, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, College students"
'Restaurant' - Florida - Rhumcay Island Grill at Harborwalk,"Florida, 30.39499, -86.51319629999999, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Mississippi - Le Soul,"Mississippi, 31.8603608, -90.3948416, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Arizona - Cat's Pajamas Bistro,"Arizona, 33.5803031, -111.9256362, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Oklahoma - The Eleanor,"Oklahoma, 35.493477299999995, -97.5181532, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - South Carolina - The Wine Bar,"South Carolina, 32.8393676, -79.8544749, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Small plates, Bar onsite, Casual, Groups"
'Restaurant' - Louisiana - POUR,"Louisiana, 30.1017864, -92.0149773, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - California - Lara's Fine Dining,"California, 37.914956, -122.3515886, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'Restaurant' - Tennessee - Simpl,"Tennessee, 35.9593202, -83.9037255, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Coffee, Bar onsite, Casual, Groups"
'Restaurant' - Florida - Factory@4914 - South Tampa Social Club,"Florida, 27.8927742, -82.493599, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Georgia - Fia Restaurant,"Georgia, 33.8525078, -84.3813308, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'Restaurant' - Florida - Cafe ARGENTO,"Florida, 26.3447134, -80.087013, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, No"
'Restaurant' - Florida - The Doghouse,"Florida, 28.8011119, -81.7297798, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Groups"
'Restaurant' - North Carolina - Villa Verde DOS,"North Carolina, 35.6072219, -77.4115537, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Family-friendly"
'Restaurant' - Georgia - Alpine Brew Deck,"Georgia, 34.700803, -83.72984489999999, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Comfort food, Bar onsite, Casual, Family-friendly"
'Restaurant' - Florida - Burger-ish Bar & Grill,"Florida, 27.7234129, -82.7396299, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Groups"
'Restaurant' - Mississippi - The Gathering at Livingston Mercantile,"Mississippi, 32.5528452, -90.2171909, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Casual, Family-friendly"
'Restaurant' - Oklahoma - Small Mountain Street Tacos,"Oklahoma, 34.7271109, -98.5010109, Outdoor seating, Takeout, Delivery, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Restaurant' - California - 짬뽕나라&명가맛집,"California, 33.914885, -118.0115026, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Gender-neutral restroom, Casual, Groups"
'Restaurant' - Florida - Granpappy's,"Florida, 28.824288, -81.79204899999999, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, No"
'Restaurant' - Florida - Gainesville Soulfood Kitchen,"Florida, 29.6730771, -82.3193079, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Kids' menu, Quick bite, Good for kids, Casual, Family-friendly"
'Restaurant' - California - Caruso's,"California, 34.419616, -119.6280427, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Alcohol, Beer, Cocktails, Bar onsite, Cozy, Groups"
'Restaurant' - Florida - Greek City Cafe,"Florida, 27.8924487, -82.78226409999999, Delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Restaurant' - Alabama - KT Pho Asian restaurant on the square,"Alabama, 33.8136025, -85.7617783, Drive-through, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Healthy options, Good for kids, Casual, Groups"
'Restaurant' - Texas - Antojitos Anamoros,"Texas, 29.6421451, -95.463281, Curbside pickup, Takeout, Delivery, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Groups"
'Restaurant' - Oklahoma - Foggy Bottom Kitchen,"Oklahoma, 35.936410599999995, -98.4252237, Outdoor seating, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Kids' menu, Good for kids, Casual, Family-friendly"
'Restaurant' - Oklahoma - The Filling Station,"Oklahoma, 34.9307118, -95.761617, No-contact delivery, Takeout, Dine-in, Wheelchair accessible entrance, Coffee, Comfort food, Quick bite, Good for kids, Casual, Tourists"
'Restaurant' - Texas - Malfitany Pasta Company,"Texas, 26.2660367, -98.2199721, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
'Restaurant' - North Carolina - The Wing Pickup,"North Carolina, 35.7855515, -80.9238469, Curbside pickup, Takeout, Dine-in, Wheelchair accessible entrance, Comfort food, Quick bite, Small plates, Good for kids, Casual, Groups"
